Functional Size,Adjusted Function Points,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Speed of Delivery,Project Elapsed Time,Effort Unphased,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes,Normalised Work Effort Level 1,Value Adjustment Factor,Defect Density
140,140,3064,3064,21.9,21.9,21.9,3.3,6,3064,1,7,46,130,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,3064,1,0
467,467,29246,29246,62.6,62.6,62.6,0.4,35,29246,1,35,467,467,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,29246,1.021941545,79.2
484,513,8131,8131,15.99293785,16.8,15.8,10.42982107,5,2853.309172,4,9.761262136,75,484,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,5316.463277,1.06,20.7
112,134,845,845,7.5,7.5,6.3,10.42982107,8,0,1,9.761262136,42,3,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,845,1.2,0
648,758,4630,4630,7.1,7.1,6.1,10.8,15,0,1,4,116,648,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,4630,1.17,17
1984,1984,34096,31709,17.2,17.2,16,10.42982107,32,0,1,9.761262136,140,1984,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,34096,1,3
19,19,83,83,2.9,4.4,4.4,12.7,0.3,2853.309172,4,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,55,1.021941545,0
25,25,644,580,25.8,25.8,23.2,4.2,6,0,1,1,14,22,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,644,1,0
58,58,800,800,13.8,13.8,13.8,10.42982107,4.2,800,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,800,1.021941545,17.2
408,400,3871,3600,8.5,9.5,9,11.3,6,0,2,6,43,408,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,3467,0.98,2.5
318,207,16705,16705,52.5,52.5,80.7,1.3,15,1508,1,16,0,318,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,16705,0.65,0
46,58,1652,1652,35.9,35.9,28.5,10.42982107,8.957260274,0,4,8,8.7,17.22,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1652,1.021941545,0
382,382,6124,6124,16,16,16,2.2,11,6124,1,16,65,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,6124,1.021941545,62.8
74,74,1640,1640,22.2,22.2,22.2,0.8,12,1640,1,8,60,14,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1640,1,0
43,43,1421,1265,33,33,29.4,2.5,3.5,0,1,5,43,43,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1421,1.021941545,46.5
1174,1174,16420,13464,13.9,14,11.5,10.42982107,14,0,3,9.761262136,1174,1174,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,16326,1.021941545,26.4
240,233,2417,1958,8.2,10.1,8.4,10.42982107,14,1958,1,9.761262136,79,240,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1958,0.97,8.3
258,281,5048,5048,15.99293785,19.6,18,16.1,4,2853.309172,4,4,79,258,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,5316.463277,1.09,7.8
81,97,1098,889,13.6,13.6,9.2,10.42982107,5,0,1,9.761262136,42,23,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1098,1.2,0
301,316,2600,2600,8.3,8.6,8.2,10.42982107,8,2500,2,9.761262136,14,139,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2500,1.05,19.9
277,277,6809,6809,24.6,24.6,24.6,4.4,9,6809,1,7,54,277,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,6809,1,54.2
140,140,1092,699,5,7.8,5,10.42982107,2,699,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,699,1.021941545,0
572,572,13020,13020,22.8,22.8,22.8,3.6,20,220,1,8,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,13020,1,272.7
435,435,6513,5406,15,15,12.4,10.42982107,8.957260274,2853.309172,4,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,6513,1.021941545,0
175,210,2393,2393,13.7,13.7,11.4,10.42982107,131,0,1,9.761262136,15,39,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,2393,1.2,0
84,84,2501,2501,29.8,29.8,29.8,3.3,2.8,2501,1,9,166.04545,84,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,2501,1.021941545,11.9
89,89,2343,2343,26.3,26.3,26.3,0.9,16,2343,1,6,18,52,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,2343,1,22.5
364,389,1254,1134,3.3,3.4,2.9,12.1,6,0,2,5,120,198,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1203,1.07,22
148,148,2100,2100,14.2,14.2,14.2,2.5,12,2100,1,5,66,16,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2100,1,33.8
141,141,467,299,2.1,3.3,2.1,10.42982107,2,299,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,299,1.021941545,35.5
111,111,2200,2200,19.8,19.8,19.8,1.4,13,2200,1,6,0,111,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,2200,1,18
1662,1648,4175,3173,1.7,2.5,1.9,46.2,18,0,3,2,1216,1662,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,2813,0.96,0.6
927,908,8344,7760,8.6,9,8.5,17.2,6,0,2,9,60,927,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,7956,0.98,0
2138,2373,27199,27199,15.99293785,12.7,11.5,10.42982107,8.957260274,2853.309172,2,9.761262136,410,2138,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,5316.463277,1.11,3.7
96,96,318,318,3.7,3.3,3.3,12,4,0,1,2,166.04545,341.2215103,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,353,1.021941545,0
95,95,3871,3213,40.7,40.7,33.8,4,4,0,1,6,166.04545,84,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,3871,1.021941545,0
87,87,1100,1100,12.6,12.6,12.6,1.2,12,1100,1,6,36,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1100,1,23
993,993,46101,46101,46.4,46.4,46.4,0.8,87,46101,1,15,400,993,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,46101,1,13.1
459,491,11078,11078,24.1,24.1,22.6,2.2,15,11078,1,14,120,81,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,11078,1.07,0
1176,1176,2278,2278,1.9,1.9,1.9,24,7,-50,1,7,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2278,1,8.5
188,150,4599,4599,0.5,24.5,30.7,1.6,9,88,4,13,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,88,0.8,0
350,350,548,548,15.99293785,1.6,1.6,35,10,2853.309172,3,1,117,350,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,5316.463277,1,17.1
144,144,1246,1246,8.7,8.7,8.7,4.8,6,1246,1,5,46,17,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1246,1,27.8
83,83,753,700,9.1,9.1,8.4,2,7,0,1,6,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,753,1,36.1
895,823,36225,36225,15.99293785,40.5,44,10.42982107,4,2853.309172,4,9.761262136,108,895,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,5316.463277,0.92,39.1
309,309,4925,3152,10.2,15.9,10.2,10.42982107,3,3152,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,3152,1.021941545,0
580,580,5714,5714,2.8,9.9,9.9,8.8,4.1,2853.309172,4,16,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1600,1.021941545,0
1127,1341,20096,20096,17.7,17.8,15,4.3,6,19964,3,44,242,1127,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,19964,1.19,21.3
358,358,16843,13980,47,47,39.1,10.42982107,8.957260274,2853.309172,4,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,16843,1.021941545,0
190,190,175,175,0.9,0.9,0.9,95,2,175,4,1,190,190,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,175,1.021941545,0
68,68,449,449,6.6,6.6,6.6,10.42982107,2.8,449,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,449,1.021941545,29.4
122,122,902,902,7.4,7.4,7.4,2.5,8,902,1,6,21,43,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,902,1.021941545,24.6
249,254,3877,3877,15.99293785,15.6,15.3,2.3,11,2853.309172,2,10,90,119,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,5316.463277,1.03,16.1
61,61,1488,1488,24.4,24.4,24.4,0.8,12,1488,1,6,26,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1488,1,16.4
38,38,2507,1805,66,66,47.5,10.42982107,8.957260274,0,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,2507,1.021941545,4236.8
146,146,1742,1620,11.9,11.9,11.1,5.2,7,0,1,4,72,146,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1742,1,13.7
63,64,987,888,14.1,15.7,13.9,7.9,2,441,1,4,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,888,1.02,0
294,294,13326,13326,45.3,45.3,45.3,1.5,14,13326,1,14,90,104,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,13326,1,78.2
222,249,2020,2020,9.1,9.1,8.1,10.42982107,8,2020,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,2020,1.12,0
253,235,4427,4427,2.4,17.5,18.8,2.8,6,618,4,15,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,618,0.93,0
200,200,990,990,4.3,5,5,17.1,3.9,2853.309172,4,3,166.04545,341.2215103,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,864,1.021941545,0
6,6,40,40,6.7,6.7,6.7,24,0.25,40,1,1,166.04545,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,40,1.021941545,0
216,212,3633,3633,15.99293785,16.8,17.1,10.42982107,7,2853.309172,4,9.761262136,8,216,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,5316.463277,0.98,157.4
601,679,1326,1193,2,2.2,1.8,6.8,8,739,1,11,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1193,1.13,0
605,666,752,752,1.2,1.2,1.1,15.5,13,752,1,3,138,605,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,752,1.1,3.3
490,490,4606,2948,6,9.4,6,10.42982107,6,2948,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,2948,1.021941545,6.1
33,33,721,656,21.8,21.8,19.9,4.7,3.5,0,1,2,166.04545,32,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,721,1.021941545,30.3
126,126,354,262,2.8,2.8,2.1,31.5,2,0,1,2,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,354,1,23.8
186,186,953,953,5.1,5.1,5.1,6.2,6,953,1,5,61,91,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,953,1,16.1
364,364,3252,3252,8.9,8.9,8.9,5.7,8,0,1,8,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,3252,1,46.7
128,143,1821,1821,14.2,14.2,12.7,10.42982107,6,1821,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1821,1.12,0
385,385,2103,1346,3.5,5.5,3.5,10.42982107,3,1346,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1346,1.021941545,5.2
51,62,949,883,18.6,18.6,14.2,1,5,0,1,10,19,51,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,949,1.22,0
278,278,3141,3141,11.3,11.3,11.3,10.42982107,6.2,3141,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,3141,1.021941545,32.4
349,349,3703,3703,10.6,10.6,10.6,10.42982107,8,3703,1,9.761262136,107,286,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,3703,1.021941545,37.2
285,285,3942,3942,13.8,13.8,13.8,1.3,15,3942,1,15,149,47,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,3942,1,10.5
433,524,17120,17120,15.99293785,39.5,32.7,3.6,10,2853.309172,4,12,94,433,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,5316.463277,1.21,27.7
1800,1800,12000,12000,2.7,6.7,6.7,200,0.9,2853.309172,4,10,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,4803,1.021941545,0
900,900,2098,2098,2.3,2.3,2.3,37.5,4,80,1,6,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2098,1,11.1
106,106,7111,7111,67.1,67.1,67.1,1,13.6,7111,1,8,106,106,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,7111,1.021941545,0
119,126,4162,4162,15.99293785,35,33,10.42982107,3,2853.309172,4,9.761262136,0,119,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,5316.463277,1.06,25.2
830,847,2878,2878,3.2,3.5,3.4,15.4,18,0,2,3,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,2632,1.02,6
183,183,5527,3537,19.3,30.2,19.3,10.42982107,3,3537,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,3537,1.021941545,16.4
98,119,487,438,4.5,5,3.7,32.7,1,380,1,3,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,438,1.21,10.2
481,462,11809,11809,24.6,24.6,25.6,3.6,7,10728,1,19,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,11809,0.96,0
289,306,3912,3521,12.2,13.5,11.5,7.5,11,2051,1,3.5,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,3521,1.06,3.5
128,128,595,595,4.6,4.6,4.6,6.4,4,595,1,5,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,595,1,31.3
1208,1196,7824,7824,5.9,6.5,6.5,33.6,15,0,4,2.4,626,1208,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,7138,0.99,8.3
38,38,348,247,9.2,9.2,6.5,9.5,4,0,1,1,30,32,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,348,1,157.9
147,144,124,124,0.8,0.8,0.9,16.3,3,124,1,3,40,29,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,124,0.98,0
749,749,1654,1654,2.2,2.2,2.2,31.2,3,28,1,8,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1654,1,8
629,629,3551,2628,4.2,5.6,4.2,18,7,1,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2628,1,27
426,520,10123,10123,23.8,23.8,19.5,4.1,4,0,1,26,0,426,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,10123,1.23,112.7
142,185,6416,6416,45.2,45.2,34.7,1.3,16,0,1,7,36,142,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,6416,1.3,35.2
340,364,7052,7052,1.2,20.7,19.4,3.5,8,410,4,12,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,410,1.07,0
99,99,339,241,3.4,3.4,2.4,10.42982107,3,0,1,9.761262136,81,6,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,339,1,60.6
1512,1285,1200,1200,0.8,0.8,0.9,30.5,16.5,1200,1,3,685,1512,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1200,0.85,3.3
111,142,13175,13175,118.7,118.7,92.8,10.42982107,18,13175,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,13175,1.28,0
82,98,3524,3172,43,43,32.4,10.42982107,36,0,1,9.761262136,69,35,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,3524,1.2,0
447,447,29246,29246,65.4,65.4,65.4,0.4,35,29246,1,35,157,447,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,29246,1,82.8
598,694,4086,4086,15.99293785,6.8,5.9,15,8,2853.309172,4,5,61,598,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,5316.463277,1.16,30.1
163,163,5985,5985,36.7,36.7,36.7,0.8,10,5985,1,20,42,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,5985,1,61.3
258,248,2909,2909,15.99293785,11.3,11.7,10.42982107,5,2853.309172,4,9.761262136,78,258,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,5316.463277,0.96,317.8
53,53,753,753,14.2,14.2,14.2,10.42982107,4.4,753,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,753,1.021941545,37.7
38,38,327,327,8.6,8.6,8.6,10.42982107,1,327,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,327,1.021941545,52.6
672,753,4301,4301,6.4,6.4,5.7,11.2,12,4301,1,5,289,672,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,4301,1.12,40.2
421,421,16788,16788,39.9,39.9,39.9,2.7,15.5,16788,1,10,177,421,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,16788,1.021941545,19
3896,4363,3720,3720,1,1,0.9,10.42982107,12,3720,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,3720,1.12,0
434,378,714,714,15.99293785,1.6,1.9,18.1,8,2853.309172,4,3,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,5316.463277,0.87,0
74,74,3132,3132,42.3,42.3,42.3,1.1,17,3132,1,4,15,74,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,3132,1.021941545,13.5
959,1093,7263,7263,7.6,7.6,6.6,14.5,11,7263,1,6,392,959,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,7263,1.14,0
981,1256,51527,28855,52.5,52.5,23,10.42982107,28,0,1,9.761262136,270,981,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,51527,1.28,32.6
1368,1368,8728,8728,6.6,6.4,6.4,10.42982107,8.957260274,2853.309172,4,21,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,9010,1.021941545,0
199,221,3887,3887,19.4,19.5,17.6,4,5,3861,3,10,16,199,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,3861,1.11,25.1
327,327,534,534,15.99293785,1.6,1.6,10.42982107,4,2853.309172,4,9.761262136,106,327,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,5316.463277,1,39.8
236,236,1076,1076,4.6,4.6,4.6,9.8,4,1076,1,6,75,208,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1076,1.021941545,50.8
90,109,310,310,3.4,3.4,2.8,2.6,7,310,1,5,60,7,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,310,1.21,0
82,80,10499,8084,35.3,128,101.1,0.3,9,2894,4,34,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,2894,0.98,0
411,411,10955,10955,26.7,26.7,26.7,2.7,15,10955,1,10,115,411,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,10955,1,7.3
133,153,2216,2216,16.7,16.7,14.5,16.6,2,0,1,4,66,18,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2216,1.15,22.6
