Normalised Work Effort Level 1,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),,Speed of Delivery,Project Elapsed Time,Effort Unphased,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes,,Defect Density
38095,1973,1.28,38095,38095,38095,24.7,24.7,19.3,,10.42982107,18,38095,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
1821,573,1.12,1821,1821,1821,3.6,3.6,3.2,,10.42982107,6,1821,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
10522,1169,1,10522,10522,6734,9,9,5.8,,8.7,9,0,1,15,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,17.1
13661,1399,1.16,13661,13661,12705,11.3,11.3,9.1,,9.6,7,0,1,18,780,104,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,,7.5
322,35,1.021941545,322,322,322,9.2,9.2,9.2,,10.42982107,1.6,322,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,28.6
5316.463277,170,1.14,5316.463277,1532,1532,15.99293785,10.3,9,,6.2,8,2853.309172,4,3,75,108,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,,0
1419,74,1,1419,1419,1320,19.2,19.2,17.8,,2.1,6,0,1,6,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,202.7
450,36,1.07,450,500,450,13.2,14.7,12.5,,3.4,5,366,1,2,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,29.4
43300,3210,1,43300,43300,43300,13.5,13.5,13.5,,2.6,31,530,1,40,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,84.1
1032,89,1.021941545,1032,1032,1032,11.6,11.6,11.6,,10.42982107,3.8,1032,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,,33.7
5841,354,1.021941545,5841,5841,5841,16.5,16.5,16.5,,3.5,10,5841,1,10,48,354,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,22.6
12657,314,1.2,12657,12657,12657,48.3,48.3,40.3,,10.42982107,15,0,1,9.761262136,86,193,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,15.3
3064,140,1,3064,3064,3064,21.9,21.9,21.9,,3.3,6,3064,1,7,46,130,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,0
29246,467,1.021941545,29246,29246,29246,62.6,62.6,62.6,,0.4,35,29246,1,35,467,467,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,79.2
5316.463277,513,1.06,5316.463277,8131,8131,15.99293785,16.8,15.8,,10.42982107,5,2853.309172,4,9.761262136,75,484,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,,20.7
845,134,1.2,845,845,845,7.5,7.5,6.3,,10.42982107,8,0,1,9.761262136,42,3,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,0
4630,758,1.17,4630,4630,4630,7.1,7.1,6.1,,10.8,15,0,1,4,116,648,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,,17
34096,1984,1,34096,34096,31709,17.2,17.2,16,,10.42982107,32,0,1,9.761262136,140,1984,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,,3
55,19,1.021941545,55,83,83,2.9,4.4,4.4,,12.7,0.3,2853.309172,4,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,0
644,25,1,644,644,580,25.8,25.8,23.2,,4.2,6,0,1,1,14,22,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,0
800,58,1.021941545,800,800,800,13.8,13.8,13.8,,10.42982107,4.2,800,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,,17.2
3467,400,0.98,3467,3871,3600,8.5,9.5,9,,11.3,6,0,2,6,43,408,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,,2.5
16705,207,0.65,16705,16705,16705,52.5,52.5,80.7,,1.3,15,1508,1,16,0,318,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,,0
1652,58,1.021941545,1652,1652,1652,35.9,35.9,28.5,,10.42982107,8.957260274,0,4,8,8.7,17.22,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,0
6124,382,1.021941545,6124,6124,6124,16,16,16,,2.2,11,6124,1,16,65,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,62.8
1640,74,1,1640,1640,1640,22.2,22.2,22.2,,0.8,12,1640,1,8,60,14,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,0
1421,43,1.021941545,1421,1421,1265,33,33,29.4,,2.5,3.5,0,1,5,43,43,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,46.5
16326,1174,1.021941545,16326,16420,13464,13.9,14,11.5,,10.42982107,14,0,3,9.761262136,1174,1174,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,,26.4
1958,233,0.97,1958,2417,1958,8.2,10.1,8.4,,10.42982107,14,1958,1,9.761262136,79,240,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,,8.3
5316.463277,281,1.09,5316.463277,5048,5048,15.99293785,19.6,18,,16.1,4,2853.309172,4,4,79,258,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,7.8
1098,97,1.2,1098,1098,889,13.6,13.6,9.2,,10.42982107,5,0,1,9.761262136,42,23,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,0
2500,316,1.05,2500,2600,2600,8.3,8.6,8.2,,10.42982107,8,2500,2,9.761262136,14,139,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,,19.9
6809,277,1,6809,6809,6809,24.6,24.6,24.6,,4.4,9,6809,1,7,54,277,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,54.2
699,140,1.021941545,699,1092,699,5,7.8,5,,10.42982107,2,699,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,0
13020,572,1,13020,13020,13020,22.8,22.8,22.8,,3.6,20,220,1,8,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,,272.7
6513,435,1.021941545,6513,6513,5406,15,15,12.4,,10.42982107,8.957260274,2853.309172,4,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,,0
2393,210,1.2,2393,2393,2393,13.7,13.7,11.4,,10.42982107,131,0,1,9.761262136,15,39,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,0
2501,84,1.021941545,2501,2501,2501,29.8,29.8,29.8,,3.3,2.8,2501,1,9,166.04545,84,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,,11.9
2343,89,1,2343,2343,2343,26.3,26.3,26.3,,0.9,16,2343,1,6,18,52,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,22.5
1203,389,1.07,1203,1254,1134,3.3,3.4,2.9,,12.1,6,0,2,5,120,198,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,,22
2100,148,1,2100,2100,2100,14.2,14.2,14.2,,2.5,12,2100,1,5,66,16,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,,33.8
299,141,1.021941545,299,467,299,2.1,3.3,2.1,,10.42982107,2,299,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,,35.5
2200,111,1,2200,2200,2200,19.8,19.8,19.8,,1.4,13,2200,1,6,0,111,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,18
2813,1648,0.96,2813,4175,3173,1.7,2.5,1.9,,46.2,18,0,3,2,1216,1662,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,,0.6
7956,908,0.98,7956,8344,7760,8.6,9,8.5,,17.2,6,0,2,9,60,927,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,,0
5316.463277,2373,1.11,5316.463277,27199,27199,15.99293785,12.7,11.5,,10.42982107,8.957260274,2853.309172,2,9.761262136,410,2138,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,,3.7
353,96,1.021941545,353,318,318,3.7,3.3,3.3,,12,4,0,1,2,166.04545,341.2215103,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,,0
3871,95,1.021941545,3871,3871,3213,40.7,40.7,33.8,,4,4,0,1,6,166.04545,84,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
1100,87,1,1100,1100,1100,12.6,12.6,12.6,,1.2,12,1100,1,6,36,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,,23
46101,993,1,46101,46101,46101,46.4,46.4,46.4,,0.8,87,46101,1,15,400,993,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,13.1
11078,491,1.07,11078,11078,11078,24.1,24.1,22.6,,2.2,15,11078,1,14,120,81,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,,0
2278,1176,1,2278,2278,2278,1.9,1.9,1.9,,24,7,-50,1,7,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,8.5
88,150,0.8,88,4599,4599,0.5,24.5,30.7,,1.6,9,88,4,13,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,0
5316.463277,350,1,5316.463277,548,548,15.99293785,1.6,1.6,,35,10,2853.309172,3,1,117,350,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,,17.1
1246,144,1,1246,1246,1246,8.7,8.7,8.7,,4.8,6,1246,1,5,46,17,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,,27.8
753,83,1,753,753,700,9.1,9.1,8.4,,2,7,0,1,6,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,36.1
5316.463277,823,0.92,5316.463277,36225,36225,15.99293785,40.5,44,,10.42982107,4,2853.309172,4,9.761262136,108,895,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,,39.1
3152,309,1.021941545,3152,4925,3152,10.2,15.9,10.2,,10.42982107,3,3152,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,,0
1600,580,1.021941545,1600,5714,5714,2.8,9.9,9.9,,8.8,4.1,2853.309172,4,16,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
19964,1341,1.19,19964,20096,20096,17.7,17.8,15,,4.3,6,19964,3,44,242,1127,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,,21.3
16843,358,1.021941545,16843,16843,13980,47,47,39.1,,10.42982107,8.957260274,2853.309172,4,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,,0
175,190,1.021941545,175,175,175,0.9,0.9,0.9,,95,2,175,4,1,190,190,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,0
449,68,1.021941545,449,449,449,6.6,6.6,6.6,,10.42982107,2.8,449,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,,29.4
902,122,1.021941545,902,902,902,7.4,7.4,7.4,,2.5,8,902,1,6,21,43,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,,24.6
5316.463277,254,1.03,5316.463277,3877,3877,15.99293785,15.6,15.3,,2.3,11,2853.309172,2,10,90,119,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,,16.1
1488,61,1,1488,1488,1488,24.4,24.4,24.4,,0.8,12,1488,1,6,26,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,,16.4
2507,38,1.021941545,2507,2507,1805,66,66,47.5,,10.42982107,8.957260274,0,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,,4236.8
1742,146,1,1742,1742,1620,11.9,11.9,11.1,,5.2,7,0,1,4,72,146,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,,13.7
888,64,1.02,888,987,888,14.1,15.7,13.9,,7.9,2,441,1,4,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,0
13326,294,1,13326,13326,13326,45.3,45.3,45.3,,1.5,14,13326,1,14,90,104,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,78.2
2020,249,1.12,2020,2020,2020,9.1,9.1,8.1,,10.42982107,8,2020,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
618,235,0.93,618,4427,4427,2.4,17.5,18.8,,2.8,6,618,4,15,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
864,200,1.021941545,864,990,990,4.3,5,5,,17.1,3.9,2853.309172,4,3,166.04545,341.2215103,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
40,6,1.021941545,40,40,40,6.7,6.7,6.7,,24,0.25,40,1,1,166.04545,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
5316.463277,212,0.98,5316.463277,3633,3633,15.99293785,16.8,17.1,,10.42982107,7,2853.309172,4,9.761262136,8,216,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,,157.4
1193,679,1.13,1193,1326,1193,2,2.2,1.8,,6.8,8,739,1,11,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,,0
752,666,1.1,752,752,752,1.2,1.2,1.1,,15.5,13,752,1,3,138,605,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,3.3
2948,490,1.021941545,2948,4606,2948,6,9.4,6,,10.42982107,6,2948,1,9.761262136,166.04545,341.2215103,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,,6.1
721,33,1.021941545,721,721,656,21.8,21.8,19.9,,4.7,3.5,0,1,2,166.04545,32,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,30.3
354,126,1,354,354,262,2.8,2.8,2.1,,31.5,2,0,1,2,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,23.8
953,186,1,953,953,953,5.1,5.1,5.1,,6.2,6,953,1,5,61,91,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,,16.1
3252,364,1,3252,3252,3252,8.9,8.9,8.9,,5.7,8,0,1,8,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,,46.7
1821,143,1.12,1821,1821,1821,14.2,14.2,12.7,,10.42982107,6,1821,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
1346,385,1.021941545,1346,2103,1346,3.5,5.5,3.5,,10.42982107,3,1346,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,,5.2
949,62,1.22,949,949,883,18.6,18.6,14.2,,1,5,0,1,10,19,51,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,,0
3141,278,1.021941545,3141,3141,3141,11.3,11.3,11.3,,10.42982107,6.2,3141,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,32.4
3703,349,1.021941545,3703,3703,3703,10.6,10.6,10.6,,10.42982107,8,3703,1,9.761262136,107,286,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,37.2
3942,285,1,3942,3942,3942,13.8,13.8,13.8,,1.3,15,3942,1,15,149,47,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,,10.5
5316.463277,524,1.21,5316.463277,17120,17120,15.99293785,39.5,32.7,,3.6,10,2853.309172,4,12,94,433,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,27.7
4803,1800,1.021941545,4803,12000,12000,2.7,6.7,6.7,,200,0.9,2853.309172,4,10,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
2098,900,1,2098,2098,2098,2.3,2.3,2.3,,37.5,4,80,1,6,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,11.1
7111,106,1.021941545,7111,7111,7111,67.1,67.1,67.1,,1,13.6,7111,1,8,106,106,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,,0
5316.463277,126,1.06,5316.463277,4162,4162,15.99293785,35,33,,10.42982107,3,2853.309172,4,9.761262136,0,119,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,,25.2
2632,847,1.02,2632,2878,2878,3.2,3.5,3.4,,15.4,18,0,2,3,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,,6
3537,183,1.021941545,3537,5527,3537,19.3,30.2,19.3,,10.42982107,3,3537,1,9.761262136,166.04545,341.2215103,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,,16.4
438,119,1.21,438,487,438,4.5,5,3.7,,32.7,1,380,1,3,166.04545,341.2215103,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,,10.2
11809,462,0.96,11809,11809,11809,24.6,24.6,25.6,,3.6,7,10728,1,19,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
3521,306,1.06,3521,3912,3521,12.2,13.5,11.5,,7.5,11,2051,1,3.5,166.04545,341.2215103,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,,3.5
595,128,1,595,595,595,4.6,4.6,4.6,,6.4,4,595,1,5,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,,31.3
7138,1196,0.99,7138,7824,7824,5.9,6.5,6.5,,33.6,15,0,4,2.4,626,1208,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,,8.3
348,38,1,348,348,247,9.2,9.2,6.5,,9.5,4,0,1,1,30,32,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,157.9
124,144,0.98,124,124,124,0.8,0.8,0.9,,16.3,3,124,1,3,40,29,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,,0
1654,749,1,1654,1654,1654,2.2,2.2,2.2,,31.2,3,28,1,8,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,8
2628,629,1,2628,3551,2628,4.2,5.6,4.2,,18,7,1,1,5,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,,27
10123,520,1.23,10123,10123,10123,23.8,23.8,19.5,,4.1,4,0,1,26,0,426,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,,112.7
6416,185,1.3,6416,6416,6416,45.2,45.2,34.7,,1.3,16,0,1,7,36,142,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,,35.2
410,364,1.07,410,7052,7052,1.2,20.7,19.4,,3.5,8,410,4,12,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,,0
339,99,1,339,339,241,3.4,3.4,2.4,,10.42982107,3,0,1,9.761262136,81,6,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,,60.6
1200,1285,0.85,1200,1200,1200,0.8,0.8,0.9,,30.5,16.5,1200,1,3,685,1512,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,,3.3
13175,142,1.28,13175,13175,13175,118.7,118.7,92.8,,10.42982107,18,13175,1,9.761262136,166.04545,341.2215103,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,,0
3524,98,1.2,3524,3524,3172,43,43,32.4,,10.42982107,36,0,1,9.761262136,69,35,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,,0
29246,447,1,29246,29246,29246,65.4,65.4,65.4,,0.4,35,29246,1,35,157,447,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,,82.8
5316.463277,694,1.16,5316.463277,4086,4086,15.99293785,6.8,5.9,,15,8,2853.309172,4,5,61,598,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,,30.1
5985,163,1,5985,5985,5985,36.7,36.7,36.7,,0.8,10,5985,1,20,42,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,,61.3
5316.463277,248,0.96,5316.463277,2909,2909,15.99293785,11.3,11.7,,10.42982107,5,2853.309172,4,9.761262136,78,258,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,,317.8
753,53,1.021941545,753,753,753,14.2,14.2,14.2,,10.42982107,4.4,753,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,,37.7
327,38,1.021941545,327,327,327,8.6,8.6,8.6,,10.42982107,1,327,1,9.761262136,166.04545,341.2215103,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,,52.6
