UFP rating,Year of Project,Count Approach,Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Defect Density,Speed of Delivery,Project Elapsed Time,Effort Unphased,Total Defects Delivered,Development Type,Architecture,Client Server?,Functional Sizing Technique,FP Standards All,Development Platform,Language Type,CASE Tool Used,Used Methodology,How Methodology Acquired,Resource Level,Max Team Size,Input count
UFP_rating_A,1995,Count_Approach_IFPUG,157,162,1.03,1754,1754,1754,11.2,11.2,10.8,57.3,4.9,8.0,0,9,Development_Type_New Development,Architecture_Multi-tier,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,4.0,64.0
UFP_rating_B,2005,Count_Approach_IFPUG,696,696,123456789.0,6023,6023,6023,8.7,8.7,8.7,15.8,5.4,13.0,6023,11,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,10.0,335.0
UFP_rating_A,1999,Count_Approach_IFPUG,515,546,1.06,302,8114,8114,0.6,15.8,14.9,0.0,4.6,16.0,302,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,7.0,123456789.0
UFP_rating_A,1993,Count_Approach_OTHER,2480,2406,0.97,10600,11700,11700,4.3,4.7,4.9,8.1,123456789.0,12.0,10600,20,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,123456789.0,0.0
UFP_rating_A,1999,Count_Approach_IFPUG,538,699,1.3,8060,8060,8060,15.0,15.0,11.5,0.0,123456789.0,12.0,8060,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_B,2000,Count_Approach_IFPUG,201,201,123456789.0,1744,1744,1430,8.7,8.7,7.1,373.1,123456789.0,123456789.0,0,75,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,No,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2000,Count_Approach_IFPUG,119,155,1.3,7150,7150,7150,60.1,60.1,46.1,0.0,123456789.0,12.0,7150,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2001,Count_Approach_IFPUG,331,397,1.2,8176,8176,8176,24.7,24.7,20.6,0.0,3.2,17.0,1633,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,6.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,42,42,123456789.0,192,300,192,4.6,7.1,4.6,23.8,123456789.0,2.0,192,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2007,Count_Approach_IFPUG,777,777,1.0,7119,7119,7119,9.2,9.2,9.2,16.7,7.8,20.0,7119,13,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,5.0,210.0
UFP_rating_A,1995,Count_Approach_IFPUG,456,529,1.16,15353,21684,14528,33.7,47.6,27.5,0.0,6.9,6.0,0,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,11.0,118.0
UFP_rating_A,1998,Count_Approach_IFPUG,1233,1233,1.0,20041,20041,20041,16.3,16.3,16.3,7.3,4.3,9.0,9456,9,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,32.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,180,194,1.08,3624,4027,3624,20.1,22.4,18.7,0.0,7.2,5.0,3250,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,5.0,123456789.0
UFP_rating_B,2005,Count_Approach_IFPUG,259,259,123456789.0,8963,8963,8963,34.6,34.6,34.6,3.9,1.4,20.0,8963,1,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,9.0,21.0
UFP_rating_B,2000,Count_Approach_NESMA,91,91,123456789.0,939,1467,939,10.3,16.1,10.3,0.0,123456789.0,2.0,939,0,Development_Type_Re-development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2000,Count_Approach_IFPUG,335,342,1.02,218,2028,2028,0.7,6.1,5.9,0.0,6.0,8.0,218,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,7.0,123456789.0
UFP_rating_A,2000,Count_Approach_IFPUG,265,286,1.08,1464,1464,1464,5.5,5.5,5.1,18.9,5.5,6.0,0,5,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,8.0,45.0
UFP_rating_D,2003,Count_Approach_COSMIC,28,28,123456789.0,279,279,279,10.0,10.0,10.0,35.7,2.2,4.3,0,1,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,367,367,123456789.0,2930,2930,2930,8.0,8.0,8.0,5.4,5.1,12.0,2930,2,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,6.0,116.0
UFP_rating_A,1995,Count_Approach_IFPUG,292,292,1.0,6680,6680,6680,22.9,22.9,22.9,222.6,3.7,20.0,110,65,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,4.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,159,159,1.0,123456789,1704,1704,123456789.0,10.7,10.7,0.0,5.3,6.0,123456789,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,5.0,123456789.0
UFP_rating_A,2006,Count_Approach_IFPUG,144,144,1.0,809,809,809,5.6,5.6,5.6,34.7,9.6,5.0,809,5,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,49.0
UFP_rating_A,1999,Count_Approach_IFPUG,393,393,1.0,6660,6660,6660,16.9,16.9,16.9,0.0,3.3,10.0,300,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,12.0,123456789.0
UFP_rating_A,2000,Count_Approach_IFPUG,474,374,0.79,310,5673,5106,0.7,12.0,13.7,0.0,2.8,9.0,310,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,19.0,123456789.0
UFP_rating_A,1997,Count_Approach_IFPUG,1239,1177,0.95,123456789,11514,11514,123456789.0,9.3,9.8,3.2,123456789.0,4.0,123456789,4,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,123456789.0,54.0
UFP_rating_A,2003,Count_Approach_IFPUG,113,113,1.0,6710,6710,6710,59.4,59.4,59.4,0.0,1.2,12.0,6710,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,8.0,42.0
UFP_rating_A,2006,Count_Approach_IFPUG,615,738,1.2,2786,2786,2786,4.5,4.5,3.8,4.9,5.9,7.0,0,3,Development_Type_Re-development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,15.0,269.0
UFP_rating_B,2000,Count_Approach_IFPUG,171,171,123456789.0,1537,2402,1537,9.0,14.0,9.0,5.8,123456789.0,3.0,1537,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,114,128,1.12,1860,1860,1860,16.3,16.3,14.5,0.0,123456789.0,6.0,1860,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,221,221,1.0,624,843,624,2.8,3.8,2.8,285.1,24.6,3.0,1,63,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,1606,1606,1.0,17230,17230,17230,10.7,10.7,10.7,2.5,7.2,7.0,10506,4,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,32.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,91,91,123456789.0,474,741,474,5.2,8.1,5.2,44.0,123456789.0,1.0,474,4,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2004,Count_Approach_IFPUG,71,89,1.25,2161,2221,2221,30.4,31.3,25.0,0.0,123456789.0,5.0,0,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,123456789.0,30.0
UFP_rating_A,1994,Count_Approach_IFPUG,135,119,0.88,700,700,700,5.2,5.2,5.9,37.0,123456789.0,123456789.0,700,5,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,41.0
UFP_rating_A,1996,Count_Approach_NESMA,184,202,1.1,2752,2752,2752,15.0,15.0,13.6,81.5,7.5,3.5,0,15,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_PC,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,7.0,52.0
UFP_rating_B,2000,Count_Approach_NESMA,303,303,123456789.0,2224,3475,2224,7.3,11.5,7.3,16.5,123456789.0,4.0,2224,5,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1993,Count_Approach_IFPUG,292,283,0.97,5650,5650,5650,19.3,19.3,20.0,10.3,123456789.0,13.0,5650,3,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,20.0
UFP_rating_B,2004,Count_Approach_IFPUG,334,334,123456789.0,2648,2648,2648,7.9,7.9,7.9,47.9,4.6,9.0,2648,16,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,8.0,171.0
UFP_rating_D,2005,Count_Approach_COSMIC,1670,1670,123456789.0,5906,10206,10206,3.5,6.1,6.1,1.8,4.6,19.0,5906,3,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,19.0,1670.0
UFP_rating_B,2004,Count_Approach_IFPUG,4,4,123456789.0,24,24,24,6.0,6.0,6.0,0.0,123456789.0,0.3,24,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_B,2000,Count_Approach_NESMA,160,160,123456789.0,1216,1900,1216,7.6,11.9,7.6,31.3,123456789.0,6.0,1216,5,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1998,Count_Approach_NESMA,615,713,1.16,4396,4396,3253,7.1,7.1,4.6,14.6,123456789.0,6.9,3253,9,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,137.0
UFP_rating_B,2004,Count_Approach_IFPUG,72,72,123456789.0,418,418,418,5.8,5.8,5.8,27.8,123456789.0,2.1,418,2,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,1996,Count_Approach_IFPUG,644,799,1.24,4500,4839,4500,7.0,7.5,5.6,48.1,11.7,11.0,0,31,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,No,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,5.0,300.0
UFP_rating_A,2005,Count_Approach_IFPUG,184,201,1.09,1830,1830,1830,9.9,9.9,9.1,0.0,8.5,3.6,1830,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,6.0,81.0
UFP_rating_A,1993,Count_Approach_IFPUG,575,610,1.06,950,950,950,1.7,1.7,1.6,5.2,63.9,3.0,950,3,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MR,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,3.0,137.0
UFP_rating_B,2004,Count_Approach_IFPUG,13,13,123456789.0,146,146,146,11.2,11.2,11.2,0.0,123456789.0,0.8,146,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,2005,Count_Approach_IFPUG,268,322,1.2,4915,4915,3981,18.3,18.3,12.4,3.7,123456789.0,17.0,0,1,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,128.0
UFP_rating_A,1998,Count_Approach_IFPUG,41,48,1.16,367,408,367,9.0,10.0,7.6,0.0,8.2,1.0,147,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,5.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,39,39,1.0,823,823,823,21.1,21.1,21.1,153.8,6.5,2.0,14,6,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,160,160,123456789.0,1136,1136,1136,7.1,7.1,7.1,37.5,123456789.0,7.2,1136,6,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,9,9,1.0,2947,2947,2947,327.4,327.4,327.4,1111.1,123456789.0,7.0,226,10,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2000,Count_Approach_IFPUG,777,855,1.1,6726,27091,27091,8.7,34.9,31.7,0.0,1.7,12.0,6726,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,38.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,2521,2824,1.12,57156,57156,57156,22.7,22.7,20.2,0.0,123456789.0,12.0,57156,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1996,Count_Approach_IFPUG,158,150,0.95,942,1177,1177,6.0,7.4,7.8,31.6,123456789.0,7.0,942,5,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,123456789.0,66.0
UFP_rating_A,2005,Count_Approach_IFPUG,1018,1018,1.0,60826,60826,60826,59.8,59.8,59.8,15.7,123456789.0,20.0,60826,16,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,381.0
