Year of Project,Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Defect Density,Speed of Delivery,Project Elapsed Time,Effort Unphased,Total Defects Delivered,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,FP_Standard_All_COSMIC.1,FP_Standard_All_IFPUG.1,FP_Standard_All_Other.1,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes
1993.0,438,499.0,1.14,6578.0,7231,7231,15.0,16.5,14.5,32.0,6.3,10.0,6578.0,14,2,7.0,132.0,438.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1
1994.0,105,105.0,1.0,220.0,220,198,2.1,2.1,1.9,9.5,10.42982107,8.0,0.0,1,1,9.761262136000001,96.0,21.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
2004.0,6,6.0,1.021941545,29.0,29,29,4.8,4.8,4.8,0.0,10.42982107,0.25,29.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
1993.0,2650,2648.0,1.021941545,40581.0,40581,37740,15.3,15.3,14.3,12.5,2.3,21.0,0.0,33,1,55.0,400.78,2650.04,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
1995.0,235,251.0,1.07,2024.0,2024,2024,8.6,8.6,8.1,0.0,2.4,7.0,2024.0,0,1,14.0,17.0,37.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2007.0,74,74.0,1.021941545,2929.0,2929,2929,39.6,39.6,39.6,0.0,1.5,8.5,0.0,0,1,6.0,166.04545,69.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1
1999.0,34,33.0,0.97,165.0,183,165,4.9,5.4,5.0,29.4,5.7,2.0,128.0,1,1,3.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1998.0,860,860.0,1.0,2074.0,2074,2074,2.4,2.4,2.4,4.7,35.8,6.0,91.0,4,1,4.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
1999.0,397,445.0,1.12,1101.0,1101,1101,2.8,2.8,2.5,0.0,10.42982107,6.0,1101.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2007.0,960,960.0,1.0,9261.0,9261,9261,9.6,9.6,9.6,17.7,8.1,7.0,9261.0,17,1,17.0,395.0,724.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1995.0,140,174.0,1.24,10212.0,13528,13528,72.9,96.6,77.7,14.3,1.3,8.0,0.0,2,4,13.0,21.0,140.0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1994.0,840,798.0,0.95,5316.463277000001,851,851,15.99293785,1.0,1.1,17.9,10.42982107,3.5,2853.3091719999998,15,2,9.761262136000001,351.0,840.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1
2005.0,252,302.0,1.2,5490.0,5490,5490,21.8,21.8,18.2,23.8,10.42982107,29.0,0.0,6,1,9.761262136000001,169.0,77.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
2007.0,331,331.0,1.0,4172.0,4172,4172,12.6,12.6,12.6,0.0,1.1,33.0,4172.0,0,1,9.0,60.0,331.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
2000.0,124,124.0,1.021941545,3639.0,3639,3639,29.3,29.3,29.3,40.3,1.1,9.0,0.0,5,1,12.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2000.0,332,332.0,1.021941545,1904.0,2975,1904,5.7,9.0,5.7,3.0,10.42982107,4.0,1904.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1
2004.0,65,65.0,1.021941545,527.0,527,527,8.1,8.1,8.1,15.4,10.42982107,2.5,527.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
2008.0,121,121.0,1.0,2706.0,2706,2706,22.4,22.4,22.4,16.5,0.9,9.0,2706.0,2,1,15.0,46.0,78.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2008.0,455,455.0,1.0,9301.0,9301,9301,20.4,20.4,20.4,46.2,2.0,14.0,9301.0,21,1,16.0,96.0,360.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2003.0,848,822.0,0.97,575.0,730,730,0.7,0.9,0.9,23.6,106.0,2.0,0.0,20,4,4.0,76.0,848.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1
2006.0,73,88.0,1.2,340.0,340,316,4.7,4.7,3.6,13.7,10.42982107,12.0,0.0,1,1,9.761262136000001,66.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
1997.0,86,85.0,0.99,5316.463277000001,1491,1491,15.99293785,17.3,17.5,558.1,10.42982107,3.0,2853.3091719999998,48,4,9.761262136000001,7.0,86.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
2004.0,234,234.0,1.021941545,5103.0,5103,5103,21.8,21.8,21.8,4.3,2.1,10.0,5103.0,1,1,11.0,117.0,231.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2007.0,125,125.0,1.0,694.0,694,694,5.6,5.6,5.6,0.0,5.2,6.0,694.0,0,1,4.0,7.0,125.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2008.0,3,3.0,1.021941545,40.0,40,40,13.3,13.3,13.3,0.0,3.0,0.5,40.0,0,1,2.0,166.04545,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
1994.0,1326,1406.0,1.06,14698.0,14938,14938,11.1,11.3,10.6,0.8,53.0,1.0,2853.3091719999998,1,4,25.0,541.0,1326.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1
2008.0,746,746.0,1.021941545,3900.0,5175,5175,5.2,6.9,6.9,4.0,29.8,5.0,3900.0,3,4,5.0,166.04545,746.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1
1998.0,1185,1185.0,1.0,3822.0,3822,3822,3.2,3.2,3.2,3.4,8.5,7.0,70.0,4,1,20.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
2000.0,243,243.0,1.021941545,848.0,1325,848,3.5,5.5,3.5,4.1,10.42982107,3.0,848.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
2002.0,143,134.0,0.94,5506.0,5506,5506,38.5,38.5,41.1,14.0,0.9,9.0,1834.0,2,1,17.0,0.0,129.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1
2004.0,12,12.0,1.021941545,110.0,110,110,9.2,9.2,9.2,166.7,10.42982107,1.0,110.0,2,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
1998.0,408,408.0,1.0,1820.0,1820,1820,4.5,4.5,4.5,61.3,16.3,5.0,854.0,25,1,5.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
1993.0,4181,4181.0,1.021941545,126133.0,126133,104690,30.2,30.2,25.0,15.5,10.42982107,15.0,0.0,65,1,9.761262136000001,166.04545,341.22151030000003,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1
2000.0,511,511.0,1.021941545,1808.0,2825,1808,3.5,5.5,3.5,11.7,10.42982107,3.0,1808.0,6,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
1997.0,287,287.0,1.0,2284.0,2538,2284,8.0,8.8,8.0,7.0,3.8,7.0,1581.0,2,1,10.75,166.04545,341.22151030000003,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1
2001.0,108,85.0,0.79,707.0,3958,3048,6.5,36.6,35.9,0.0,2.3,6.0,707.0,0,4,8.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2005.0,46,46.0,1.021941545,150.0,172,172,3.3,3.7,3.7,0.0,9.2,1.0,2853.3091719999998,0,4,5.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
2005.0,339,407.0,1.2,3622.0,3622,3622,10.7,10.7,8.9,53.1,10.42982107,12.0,0.0,18,1,9.761262136000001,183.0,125.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
2007.0,117,117.0,1.0,846.0,846,846,7.2,7.2,7.2,8.5,3.9,10.0,846.0,1,1,3.0,47.0,56.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
2005.0,254,254.0,1.0,1550.0,1550,1550,6.1,6.1,6.1,7.9,7.3,5.0,1550.0,2,1,7.0,64.0,95.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
1994.0,734,756.0,1.03,3571.0,3571,3214,4.9,4.9,4.3,17.7,26.2,7.0,0.0,13,1,4.0,452.0,302.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
1996.0,1082,1082.0,1.0,11581.0,11581,10770,10.7,10.7,10.0,23.1,6.1,16.0,0.0,25,1,11.0,251.0,1082.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
1996.0,119,112.0,0.94,5316.463277000001,1073,1073,15.99293785,9.0,9.6,0.0,4.6,13.0,2853.3091719999998,0,4,2.0,85.0,119.0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2004.0,211,211.0,1.021941545,3566.0,3566,3566,16.9,16.9,16.9,19.0,10.42982107,13.0,3566.0,4,1,9.761262136000001,73.0,111.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
2000.0,934,934.0,1.0,5236.0,5236,5236,5.6,5.6,5.6,2.1,10.4,10.0,27.0,2,1,9.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
2004.0,133,133.0,1.021941545,1609.0,1609,1609,12.1,12.1,12.1,22.6,10.42982107,6.2,1609.0,3,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
1993.0,778,895.0,1.15,780.0,780,780,1.0,1.0,0.9,0.0,55.6,7.0,780.0,0,1,2.0,222.0,778.0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
2003.0,74,74.0,1.021941545,3995.0,3995,3995,54.0,54.0,54.0,13.5,0.5,14.0,3995.0,1,1,11.0,18.0,74.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
2000.0,382,382.0,1.021941545,632.0,988,632,1.7,2.6,1.7,2.6,10.42982107,5.0,632.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
2007.0,2550,2550.0,1.0,34947.0,34947,34947,13.7,13.7,13.7,16.5,10.1,18.0,34947.0,42,1,14.0,1084.0,2550.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2002.0,176,188.0,1.07,5484.0,5484,5484,31.2,31.2,29.2,0.0,2.0,9.0,496.0,0,1,10.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2006.0,250,250.0,1.021941545,5971.0,5971,5971,23.9,23.9,23.9,8.0,1.4,12.0,5971.0,2,1,15.0,166.04545,39.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2003.0,182,182.0,1.021941545,4304.0,4304,4304,23.6,23.6,23.6,0.0,3.8,12.0,449.0,0,1,4.0,182.0,182.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
2004.0,100,100.0,1.021941545,1572.0,1572,1305,15.7,15.7,13.1,0.0,4.1,3.5,1.0,0,1,7.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
2001.0,36,36.0,1.021941545,245.0,245,245,6.8,6.8,6.8,27.8,18.0,2.0,245.0,1,4,1.0,36.0,36.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
2007.0,393,393.0,1.0,19163.0,19163,19163,48.8,48.8,48.8,28.0,2.0,20.0,19163.0,11,1,10.0,108.0,393.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2006.0,32,38.0,1.2,812.0,812,812,25.4,25.4,21.4,0.0,10.42982107,9.0,0.0,0,1,9.761262136000001,6.0,26.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
2000.0,44,44.0,1.021941545,182.0,207,207,4.1,4.7,4.7,22.7,4.4,5.0,0.0,1,4,2.0,44.0,44.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
1996.0,135,88.0,0.65,2652.0,2652,1883,19.6,19.6,21.4,22.2,10.42982107,8.957260274,0.0,3,1,9.761262136000001,78.0,7.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0
2004.0,2289,2289.0,1.021941545,3394.0,3394,3394,1.5,1.5,1.5,2.6,21.2,9.0,3394.0,6,1,12.0,978.0,581.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
2004.0,143,143.0,1.021941545,8830.0,8830,8830,61.7,61.7,61.7,0.0,1.2,7.0,8830.0,0,1,17.0,98.0,108.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
1998.0,473,473.0,1.0,2982.0,2982,2982,6.3,6.3,6.3,12.7,13.5,7.0,11.0,6,1,5.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
1994.0,1481,1703.0,1.15,7876.0,8549,8549,5.3,5.8,5.0,0.0,37.0,8.0,7876.0,0,3,5.0,186.0,1481.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1
2000.0,51,51.0,1.021941545,205.0,320,205,4.0,6.3,4.0,0.0,10.42982107,1.0,205.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
2006.0,825,825.0,1.0,6433.0,6433,6433,7.8,7.8,7.8,0.0,5.8,13.0,6433.0,0,1,11.0,361.0,534.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
1999.0,624,624.0,1.0,3874.0,3874,3874,6.2,6.2,6.2,6.4,8.1,7.0,1627.0,4,1,11.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
2006.0,215,234.0,1.09,1994.0,1994,1994,9.3,9.3,8.5,18.6,5.4,4.0,2.0,4,1,10.0,26.0,40.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1
2001.0,290,287.0,0.99,1007.0,19943,13362,3.5,68.8,46.6,0.0,0.9,16.0,1007.0,0,4,21.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1
2004.0,17,17.0,1.021941545,139.0,139,139,8.2,8.2,8.2,58.8,10.42982107,0.5,139.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
1998.0,1632,1632.0,1.0,16702.0,16702,16702,10.2,10.2,10.2,25.1,9.9,15.0,8092.0,41,1,11.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
2005.0,2700,2700.0,1.021941545,23157.0,31836,29520,8.6,11.8,10.9,271.5,5.5,16.4,2853.3091719999998,733,4,30.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2004.0,100,100.0,1.021941545,549.0,549,456,5.5,5.5,4.6,0.0,20.0,1.0,0.0,0,1,5.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
1994.0,353,335.0,0.95,23093.0,25401,25401,65.4,72.0,75.8,289.0,1.4,12.0,23093.0,102,4,21.0,83.0,353.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
2004.0,167,167.0,1.021941545,1136.0,1136,1136,6.8,6.8,6.8,18.0,10.42982107,2.9,1136.0,3,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
1996.0,1285,1208.0,0.94,5316.463277000001,21054,21054,15.99293785,16.4,17.4,4.7,10.42982107,8.957260274,2853.3091719999998,6,4,16.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
1995.0,130,116.0,0.89,1939.0,1939,1939,14.9,14.9,16.7,0.0,10.42982107,10.0,1939.0,0,1,9.761262136000001,46.0,130.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2000.0,659,712.0,1.08,16669.0,18521,16669,25.3,28.1,23.4,21.2,1.0,9.0,11899.0,14,1,72.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2004.0,118,136.0,1.15,1516.0,1516,1516,12.8,12.8,11.1,0.0,3.9,6.0,0.0,0,1,5.0,102.0,12.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
2004.0,45,45.0,1.021941545,482.0,482,482,10.7,10.7,10.7,22.2,10.42982107,4.6,482.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1
1997.0,346,346.0,1.0,1507.0,1507,1507,4.4,4.4,4.4,11.6,38.4,3.0,200.0,4,1,3.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
2001.0,396,360.0,0.91,8249.0,8249,8249,20.8,20.8,22.9,0.0,2.8,8.0,913.0,0,1,18.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2008.0,617,617.0,1.0,21103.0,21103,21103,34.2,34.2,34.2,27.6,1.3,22.0,21103.0,17,1,21.0,60.0,617.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2007.0,325,325.0,1.0,3709.0,3709,3709,11.4,11.4,11.4,9.2,4.9,11.0,3709.0,3,1,6.0,196.0,207.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2003.0,34,34.0,1.021941545,11239.0,11239,11239,330.6,330.6,330.6,29.4,0.1,36.0,11239.0,1,1,12.0,34.0,34.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
2000.0,1541,1973.0,1.28,38095.0,38095,38095,24.7,24.7,19.3,0.0,10.42982107,18.0,38095.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2000.0,512,573.0,1.12,1821.0,1821,1821,3.6,3.6,3.2,0.0,10.42982107,6.0,1821.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
1999.0,1169,1169.0,1.0,10522.0,10522,6734,9.0,9.0,5.8,17.1,8.7,9.0,0.0,20,1,15.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
1996.0,1206,1399.0,1.16,13661.0,13661,12705,11.3,11.3,9.1,7.5,9.6,7.0,0.0,9,1,18.0,780.0,104.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
2004.0,35,35.0,1.021941545,322.0,322,322,9.2,9.2,9.2,28.6,10.42982107,1.6,322.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
1996.0,149,170.0,1.14,5316.463277000001,1532,1532,15.99293785,10.3,9.0,0.0,6.2,8.0,2853.3091719999998,0,4,3.0,75.0,108.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1998.0,74,74.0,1.0,1419.0,1419,1320,19.2,19.2,17.8,202.7,2.1,6.0,0.0,15,1,6.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
1998.0,34,36.0,1.07,450.0,500,450,13.2,14.7,12.5,29.4,3.4,5.0,366.0,1,1,2.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1995.0,3210,3210.0,1.0,43300.0,43300,43300,13.5,13.5,13.5,84.1,2.6,31.0,530.0,270,1,40.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2004.0,89,89.0,1.021941545,1032.0,1032,1032,11.6,11.6,11.6,33.7,10.42982107,3.8,1032.0,3,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1
2004.0,354,354.0,1.021941545,5841.0,5841,5841,16.5,16.5,16.5,22.6,3.5,10.0,5841.0,8,1,10.0,48.0,354.0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
2005.0,262,314.0,1.2,12657.0,12657,12657,48.3,48.3,40.3,15.3,10.42982107,15.0,0.0,4,1,9.761262136000001,86.0,193.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
